"name","url","address","fee","LocName","fX","fY","iConf","iLvl"
東京メトロ南北線 駒込駅 徒歩8分,https://www.homes.co.jp/chintai/room/2a24f249b7fbe2deb4f8c06420f70e3102142643/,東京都文京区本駒込5丁目,16.8,"東京都/文京区/本駒込/五丁目","139.75165","35.73280","5","6"
セジョリ東大前,https://www.homes.co.jp/chintai/room/b1cdd175aee1f6a7f4436e94c549fc84a6fc2139/,東京都文京区向丘1丁目,10.25,"東京都/文京区/向丘/一丁目","139.75560","35.71949","5","6"
カーサ・エレイエ,https://www.homes.co.jp/chintai/room/271cfdba87b8fd384c76d70103d515d1e84e0418/,東京都文京区春日2丁目,9.2,"東京都/文京区/春日/二丁目","139.74284","35.71102","5","6"
Casa Ereie　カーサ・エレイエ,https://www.homes.co.jp/chintai/room/7562487a3d389250cbcd5502fb727e2b6f30808a/,東京都文京区春日2丁目17-8,9.2,"東京都/文京区/春日/二丁目/１７番","139.74355","35.71141","5","7"
ＪＲ山手線 駒込駅 徒歩6分,https://www.homes.co.jp/chintai/room/7032b549d6381451d680a285aa49b70ad7287782/,東京都文京区本駒込5丁目,10.4,"東京都/文京区/本駒込/五丁目","139.75165","35.73280","5","6"
ＬＵＭＥＥＤ飯田橋,https://www.homes.co.jp/chintai/room/4bda905dc980b435cdcf4172c3565a1caccb9520/,東京都文京区水道1丁目4-2,10.9,"東京都/文京区/水道/一丁目/４番","139.74040","35.70893","5","7"
アクサス文京本駒込,https://www.homes.co.jp/chintai/room/17e0bf1b125bfb7ed7e082ebe545f8c920ccdf79/,東京都文京区本駒込4丁目,9.85,"東京都/文京区/本駒込/四丁目","139.75633","35.73244","5","6"
Ｍｙ　Ｃａｓｔｌｅ,https://www.homes.co.jp/chintai/room/0b3febcf2ec5bbec784365895c8f8996e05cf19d/,東京都文京区本駒込5丁目30-2,7.9,"東京都/文京区/本駒込/五丁目/３０番","139.75209","35.73271","5","7"
ココテラス東大前,https://www.homes.co.jp/chintai/room/1dfe38e60ac56594e75b49e9a42173246b4fd9e5/,東京都文京区向丘1丁目,9,"東京都/文京区/向丘/一丁目","139.75560","35.71949","5","6"
プライマル千石,https://www.homes.co.jp/chintai/room/7f61ebed7227ec9c0156d7b4e09f822aecb61383/,東京都文京区千石1丁目,10.6,"東京都/文京区/千石/一丁目","139.74362","35.72583","5","6"
ＡＬＥＲＯ白山II,https://www.homes.co.jp/chintai/room/7f3a28d8d455958c222d8c683af8f10ea788f396/,東京都文京区白山2丁目,9.7,"東京都/文京区/白山/二丁目","139.74832","35.71738","5","6"
プレセダンヒルズ文京本駒込,"",東京都文京区本駒込3丁目,14.7,"東京都/文京区/本駒込/三丁目","139.75444","35.72775","5","6"
東京メトロ千代田線 千駄木駅 徒歩5分,"",東京都文京区千駄木3丁目46-1,11.1,"東京都/文京区/千駄木/三丁目/４６番","139.76320","35.72916","5","7"
ＪＲ山手線 巣鴨駅 徒歩5分,"",東京都文京区千石4丁目,18.3,"東京都/文京区/千石/四丁目","139.74068","35.72905","5","6"
東京メトロ丸ノ内線 後楽園駅 徒歩13分,"",東京都文京区春日2丁目,9.2,"東京都/文京区/春日/二丁目","139.74284","35.71102","5","6"
セントラル千駄木,"",東京都文京区千駄木5丁目,6.9,"東京都/文京区/千駄木/五丁目","139.75842","35.72749","5","6"
デュエロカスガ,https://www.homes.co.jp/chintai/room/c5a75d383b9a08e24cff1396519baeaaf9235748/,東京都文京区春日2丁目,9.4,"東京都/文京区/春日/二丁目","139.74284","35.71102","5","6"
都営三田線 春日駅 徒歩1分,https://www.homes.co.jp/chintai/room/9289749cdca365d2dfec54b3c22c0cd6248601e4/,東京都文京区本郷4丁目,13.4,"東京都/文京区/本郷/四丁目","139.75523","35.70945","5","6"
ディアコート豊島ヶ岡,https://www.homes.co.jp/chintai/room/c95e0b7b023cad4b6cb28d9a533b6789e8b0121e/,東京都文京区大塚6丁目31-6,9.5,"東京都/文京区/大塚/六丁目/３１番","139.72429","35.72472","5","7"
ハイシックス5茗荷谷,https://www.homes.co.jp/chintai/room/555f31a66f590066f9c81e388e3ef34fc27985bc/,東京都文京区大塚3丁目15,9.4,"東京都/文京区/大塚/三丁目/１５番","139.73419","35.72055","5","7"
DUELO　KASUGA,https://www.homes.co.jp/chintai/room/d3ae207f09d1ae9c662d29a453d8982be3654ac8/,東京都文京区春日2丁目,9.4,"東京都/文京区/春日/二丁目","139.74284","35.71102","5","6"
東京メトロ南北線 東大前駅 徒歩2分,https://www.homes.co.jp/chintai/room/0a9bca2245c4466aa15d3a3cdd476f7f8cd77332/,東京都文京区向丘1丁目,10.25,"東京都/文京区/向丘/一丁目","139.75560","35.71949","5","6"
プロジェティーム・ハイヴ,https://www.homes.co.jp/chintai/room/ed9f70d64500a56463cf939d777ddac1b520b586/,東京都文京区白山3丁目3-4,12.5,"東京都/文京区/白山/三丁目/３番","139.74243","35.71942","5","7"
都営大江戸線 春日駅 徒歩10分,https://www.homes.co.jp/chintai/room/5cc7c8d40125dd618a186e4dab08d79ed0e6e91a/,東京都文京区白山2丁目,9.7,"東京都/文京区/白山/二丁目","139.74832","35.71738","5","6"
ＫＯＩＳＨＩＫＡＷＡＢＡＳＩＳ,https://www.homes.co.jp/chintai/room/143468d36d3415f732688d87eefaaee549ac19b9/,東京都文京区小石川5丁目,13,"東京都/文京区/小石川/五丁目","139.73993","35.71806","5","6"
グランデ千石,https://www.homes.co.jp/chintai/room/718111770bbea4fb8a6089a1868d854c66a280df/,東京都文京区千石4丁目42-2,7.5,"東京都/文京区/千石/四丁目/４２番","139.74094","35.73016","5","7"
パークリュクス本駒込ステーションプレミア,https://www.homes.co.jp/chintai/room/ecc3a5c57f05c1d132c3b849a348f185ae4e9b72/,東京都文京区本駒込1丁目1-26,11.3,"東京都/文京区/本駒込/一丁目/１番","139.75352","35.72342","5","7"
東京メトロ南北線 東大前駅 徒歩3分,https://www.homes.co.jp/chintai/room/3f5bcd1d1732611019ea9708b87a3f0db47521db/,東京都文京区向丘1丁目,9,"東京都/文京区/向丘/一丁目","139.75560","35.71949","5","6"
シュシュ千石ウェスト,https://www.homes.co.jp/chintai/room/e48d96946b5d73fe73799227e948d913c8535afb/,東京都文京区千石3丁目,14.4,"東京都/文京区/千石/三丁目","139.73820","35.72620","5","6"
プライムメゾン本郷,https://www.homes.co.jp/chintai/room/f1f7408073a8844fad709efa580ada76875e2ff5/,東京都文京区本郷4丁目14-10,21.9,"東京都/文京区/本郷/四丁目/１４番","139.75575","35.70771","5","7"
ＪＲ山手線 駒込駅 徒歩10分,https://www.homes.co.jp/chintai/room/0c73ef384bb9460c6fc5757f3cd3ea9d54b3a4cf/,東京都文京区本駒込3丁目,14.7,"東京都/文京区/本駒込/三丁目","139.75444","35.72775","5","6"
都営三田線 千石駅 徒歩2分,https://www.homes.co.jp/chintai/room/9bc67fcb2b6f52bae7dd716b737333c1ef76ac7b/,東京都文京区千石1丁目19-7,10.6,"東京都/文京区/千石/一丁目/１９番","139.74318","35.72726","5","7"
東京メトロ千代田線 湯島駅 徒歩5分,"",東京都文京区湯島4丁目12-3,11.2,"東京都/文京区/湯島/四丁目/１２番","139.76721","35.71136","5","7"
ルキア,"",東京都文京区大塚4丁目41-13,8.9,"東京都/文京区/大塚/四丁目/４１番","139.73376","35.72206","5","7"
さざんかハウス,"",東京都文京区小日向1丁目,10,"東京都/文京区/小日向/一丁目","139.73817","35.71276","5","6"
東京メトロ有楽町線 江戸川橋駅 徒歩9分,"",東京都文京区水道1丁目,10.9,"東京都/文京区/水道/一丁目","139.74194","35.70931","5","6"
都営三田線 水道橋駅 徒歩5分,https://www.homes.co.jp/chintai/room/6b6dba4cb38ac44c5cdb29bf38a9f7ea22418235/,東京都文京区本郷2丁目,12.9,"東京都/文京区/本郷/二丁目","139.75977","35.70450","5","6"
フェニックス飯田橋,https://www.homes.co.jp/chintai/room/a3df420728292250e99ee1a057fea4a978142c5d/,東京都文京区水道1丁目,11,"東京都/文京区/水道/一丁目","139.74194","35.70931","5","6"
東京メトロ千代田線 湯島駅 徒歩5分,https://www.homes.co.jp/chintai/room/0797ade6ac0869ff5e300e459a87aa221ab16fdf/,東京都文京区湯島4丁目,11.2,"東京都/文京区/湯島/四丁目","139.76546","35.70889","5","6"
東京メトロ有楽町線 江戸川橋駅 徒歩8分,https://www.homes.co.jp/chintai/room/409824f79c4fe659c1f58d23ca2aebf4b074d862/,東京都文京区水道1丁目,10.9,"東京都/文京区/水道/一丁目","139.74194","35.70931","5","6"
コンシェリア後楽園　ＣＲＯＳＳＩＡ,https://www.homes.co.jp/chintai/room/7dbeb9d2b2dd54610d7f9e0c40855f959dc787a7/,東京都文京区小石川3丁目29-8,11.75,"東京都/文京区/小石川/三丁目/２９番","139.74948","35.71392","5","7"
ビレッタ本駒込,https://www.homes.co.jp/chintai/room/ca38c0332565346dbd1f9862b243b7566366d2dc/,東京都文京区本駒込5丁目58-5,9.4,"東京都/文京区/本駒込/五丁目/５８番","139.75259","35.73435","5","7"
東京メトロ南北線 本駒込駅 徒歩7分,https://www.homes.co.jp/chintai/room/052cafcd4b1550fc799c4a94f2b5f9b9b90f1bdb/,東京都文京区千駄木5丁目,6.9,"東京都/文京区/千駄木/五丁目","139.75842","35.72749","5","6"
エルスタンザ文京千駄木,https://www.homes.co.jp/chintai/room/51068a493e52235e43261c20d3c3ff61d9bd6b8c/,東京都文京区千駄木3丁目,11.6,"東京都/文京区/千駄木/三丁目","139.76254","35.72778","5","6"
東京メトロ丸ノ内線 茗荷谷駅 徒歩8分,https://www.homes.co.jp/chintai/room/1c4430092f1903edcdcda73c785df63190c80996/,東京都文京区白山3丁目,12.5,"東京都/文京区/白山/三丁目","139.74232","35.72014","5","6"
東京メトロ丸ノ内線 茗荷谷駅 徒歩9分,https://www.homes.co.jp/chintai/room/bc1b89ce53201a2ab172f4ec1c1a1b9b7f9e846d/,東京都文京区春日2丁目,9.4,"東京都/文京区/春日/二丁目","139.74284","35.71102","5","6"
アレーロ千石,https://www.homes.co.jp/chintai/room/f90d4c4921f490cdc2257db95030df2d39c19531/,東京都文京区千石4丁目,9.5,"東京都/文京区/千石/四丁目","139.74068","35.72905","5","6"
アイル文京白山,https://www.homes.co.jp/chintai/room/73a37df71fc7160568705792f7cb80dd030509a4/,東京都文京区白山1丁目1-5,10.8,"東京都/文京区/白山/一丁目/１番","139.75224","35.71530","5","7"
東京メトロ千代田線 湯島駅 徒歩4分,https://www.homes.co.jp/chintai/room/cd84035a4f2717b4c4ef6a86a1b9c28a122be76e/,東京都文京区湯島4丁目12-3,10.6,"東京都/文京区/湯島/四丁目/１２番","139.76721","35.71136","5","7"
ＪＲ山手線 巣鴨駅 徒歩9分,https://www.homes.co.jp/chintai/room/225e72643fda83dd30cf1b128641d0599b6ba097/,東京都文京区千石4丁目,10.4,"東京都/文京区/千石/四丁目","139.74068","35.72905","5","6"
都営三田線 千石駅 徒歩10分,https://www.homes.co.jp/chintai/room/fcdac76240d8913f3762fa5652a6e6c21e2ea8a2/,東京都文京区千石3丁目,8,"東京都/文京区/千石/三丁目","139.73820","35.72620","5","6"
ライブフラット文京大塚イースト,https://www.homes.co.jp/chintai/room/f7b0f9dec32b63a4a0f544234a4ff7efb3d16748/,東京都文京区大塚4丁目,22.6,"東京都/文京区/大塚/四丁目","139.73383","35.72386","5","6"
東京メトロ丸ノ内線 茗荷谷駅 徒歩7分,https://www.homes.co.jp/chintai/room/88a938423f984f8c3ff8d05d4b247421814cb776/,東京都文京区小日向1丁目,10,"東京都/文京区/小日向/一丁目","139.73817","35.71276","5","6"
クレヴィスタ文京江戸川橋,"",東京都文京区水道2丁目,10.8,"東京都/文京区/水道/二丁目","139.73694","35.70975","5","6"
ＪＲ総武線 飯田橋駅 徒歩9分,"",東京都文京区水道1丁目,11,"東京都/文京区/水道/一丁目","139.74194","35.70931","5","6"
東京メトロ丸ノ内線 新大塚駅 徒歩5分,"",東京都文京区大塚4丁目28-8,8.2,"東京都/文京区/大塚/四丁目/２８番","139.73367","35.72373","5","7"
GRAN PASEO 本郷壱岐坂,https://www.homes.co.jp/chintai/room/e01bc983dbd9abcaf871b1780907b1f69aac06d8/,東京都文京区本郷2丁目21-3,12.9,"東京都/文京区/本郷/二丁目/２１番","139.75932","35.70457","5","7"
ＪＲ山手線 駒込駅 徒歩7分,https://www.homes.co.jp/chintai/room/e49fdbdead8b4a82530e1dc73452cc05a3327acf/,東京都文京区本駒込5丁目58-5,9.4,"東京都/文京区/本駒込/五丁目/５８番","139.75259","35.73435","5","7"
T-Garden,https://www.homes.co.jp/chintai/room/2cbf2e457dd0ec09a2f2232a57d3234598a9bd89/,東京都文京区本駒込2丁目13-,15,"東京都/文京区/本駒込/二丁目/１３番","139.74863","35.72839","5","7"
シュロス大塚,https://www.homes.co.jp/chintai/room/d5a4ddcdf02c1c4175805c8f090601ea1b235c29/,東京都文京区大塚6丁目19-5,8.2,"東京都/文京区/大塚/六丁目/１９番","139.72520","35.72593","5","7"
都営三田線 千石駅 徒歩5分,https://www.homes.co.jp/chintai/room/d537b711a8ffa0af009882259aed73b03b5a4a0e/,東京都文京区千石4丁目,9.5,"東京都/文京区/千石/四丁目","139.74068","35.72905","5","6"
都営三田線 春日駅 徒歩6分,https://www.homes.co.jp/chintai/room/db0093b6929249174d9f0f431592f7ab6df6a8f7/,東京都文京区白山1丁目,10.15,"東京都/文京区/白山/一丁目","139.75276","35.71880","5","6"
都営大江戸線 春日駅 徒歩4分,https://www.homes.co.jp/chintai/room/e7fcc34b75292f8e6e4551471d925ec35e47ad27/,東京都文京区本郷5丁目32,13.5,"東京都/文京区/本郷/五丁目/３２番","139.75655","35.71161","5","7"
99 base本駒込,https://www.homes.co.jp/chintai/room/722b6b2ee82cfb6cd9977485837d9e8e9ef1b7c1/,東京都文京区本駒込5丁目,5.8,"東京都/文京区/本駒込/五丁目","139.75165","35.73280","5","6"
シャトレー湯島天神町,https://www.homes.co.jp/chintai/room/8716168f5a6190ab82a5f604220cdcb66467c8b2/,東京都文京区湯島3丁目16-12,10.9,"東京都/文京区/湯島/三丁目/１６番","139.76961","35.70561","5","7"
グラシーナ文京,https://www.homes.co.jp/chintai/room/330febbf94874be106e94baafde90f4c4a42c63b/,東京都文京区大塚3丁目,11.2,"東京都/文京区/大塚/三丁目","139.73624","35.72083","5","6"
ディアコート,https://www.homes.co.jp/chintai/room/be41753f154dc7bf561248b8ba95ecf63037614a/,東京都文京区目白台2丁目7-17,9.2,"東京都/文京区/目白台/二丁目/７番","139.72185","35.71786","5","7"
GRACE目白台,https://www.homes.co.jp/chintai/room/6abbe547b2b16e34bb9e75dd0b23ff713438dd56/,東京都文京区目白台1丁目,10.1,"東京都/文京区/目白台/一丁目","139.72227","35.71393","5","6"
東京メトロ有楽町線 江戸川橋駅 徒歩3分,https://www.homes.co.jp/chintai/room/df6806b413e80237b55f77a58048eb4381252a25/,東京都文京区水道2丁目,10.8,"東京都/文京区/水道/二丁目","139.73694","35.70975","5","6"
ニッケンコーポC,https://www.homes.co.jp/chintai/room/301c1a7c3b214ee7f74bb8418dece0790f2c5ff8/,東京都文京区千駄木3丁目47-3,7.5,"東京都/文京区/千駄木/三丁目/４７番","139.76302","35.72937","5","7"
都営三田線 千石駅 徒歩5分,https://www.homes.co.jp/chintai/room/e00412fbdef729b333c52c8346e01be7a1d2fb4c/,東京都文京区本駒込2丁目13-,15,"東京都/文京区/本駒込/二丁目/１３番","139.74863","35.72839","5","7"
グランデ千石,"",東京都文京区千石4丁目42-2,7,"東京都/文京区/千石/四丁目/４２番","139.74094","35.73016","5","7"
Ｏ－ＨＯＵＳＥ,"",東京都文京区大塚6丁目31-7,8.5,"東京都/文京区/大塚/六丁目/３１番","139.72429","35.72472","5","7"
東京メトロ丸ノ内線 御茶ノ水駅 徒歩10分,"",東京都文京区本郷2丁目21-3,13.45,"東京都/文京区/本郷/二丁目/２１番","139.75932","35.70457","5","7"
ヴェリテ・ユシマ,"",東京都文京区湯島2丁目,10.1,"東京都/文京区/湯島/二丁目","139.76591","35.70520","5","6"
アルテシモルーナ,"",東京都文京区大塚2丁目,10.55,"東京都/文京区/大塚/二丁目","139.73138","35.71958","5","6"
目白台パーク,https://www.homes.co.jp/chintai/room/982d81446c5d98359f8b908159d67e7fef4b5dda/,東京都文京区目白台3丁目,10.6,"東京都/文京区/目白台/三丁目","139.72525","35.71724","5","6"
アレーロ千石,https://www.homes.co.jp/chintai/room/c77fe36ac2b0dac8326220e80e12793d6e221ce9/,東京都文京区千石4丁目,9.5,"東京都/文京区/千石/四丁目","139.74068","35.72905","5","6"
キャピトル茗荷谷,https://www.homes.co.jp/chintai/room/49cf5e2cacae38cd2d7f5612306f2c79d98ccaf6/,東京都文京区大塚3丁目,9.9,"東京都/文京区/大塚/三丁目","139.73624","35.72083","5","6"
フェルクルールプレスト文京湯島,https://www.homes.co.jp/chintai/room/e1a93da8ec7184ed2d8d965da8ee4a09769cdcbd/,東京都文京区湯島3丁目33-6,10,"東京都/文京区/湯島/三丁目/３３番","139.76965","35.70759","5","7"
ブリリアイスト文京茗荷谷,https://www.homes.co.jp/chintai/room/0797be68af50cce1f206d2995dcb8f0d0d065d99/,東京都文京区小日向4丁目4-14,11.4,"東京都/文京区/小日向/四丁目/４番","139.73898","35.71558","5","7"
東京メトロ有楽町線 護国寺駅 徒歩7分,https://www.homes.co.jp/chintai/room/2c4335d0427aba35ed0a49774768c7088ae52b56/,東京都文京区目白台2丁目,9.2,"東京都/文京区/目白台/二丁目","139.72112","35.71768","5","6"
ＪＲ山手線 巣鴨駅 徒歩5分,https://www.homes.co.jp/chintai/room/0ff8abae1f67415b6a03e159995494caaa12fe89/,東京都文京区千石4丁目,15,"東京都/文京区/千石/四丁目","139.74068","35.72905","5","6"
ＪＲ山手線 西日暮里駅 徒歩7分,https://www.homes.co.jp/chintai/room/3eaaaf6838fd96d2f4a209b6eb158b671b12e4c5/,東京都文京区千駄木3丁目,7.5,"東京都/文京区/千駄木/三丁目","139.76254","35.72778","5","6"
